chat_row,text_message,cleaned_text,workout_related_words,diet_related_words
250,I happy my diet session today!,"['i', 'happy', 'my', 'diet', 'session', 'today', '!']",0,1
251,I happy my fitness journey session today!,"['i', 'happy', 'my', 'fitness', 'journey', 'session', 'today', '!']",1,0
252,I happy my calorie deficit session today!,"['i', 'happy', 'my', 'calorie', 'deficit', 'session', 'today', '!']",0,0
253,Today was the sad day for my workout. I feel so bad about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
254,I good my weight loss session today!,"['i', 'good', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
255,Today was the sad day for my portion control. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'portion', 'control', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
256,Today was the worst day for my vitamins. I feel so poor about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'vitamins', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
257,I great my strength training session today! It really made a difference in my gym!,"['i', 'great', 'my', 'strength', 'training', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'gym', '!']",3,0
258,Today was the horrible day for my resistance training. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
259,Today was the sad day for my strength training. I feel so poor about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'strength', 'training', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",2,0
260,Today was the poor day for my resistance training. I feel so negative about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
261,I happy my cardiovascular session today! It really made a difference in my wellness!,"['i', 'happy', 'my', 'cardiovascular', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'wellness', '!']",2,0
262,I excellent my micronutrients session today! It really made a difference in my workout!,"['i', 'excellent', 'my', 'micronutrients', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'workout', '!']",1,1
263,I great my nutrient-dense session today!,"['i', 'great', 'my', 'nutrient-dense', 'session', 'today', '!']",0,1
264,I good my carbohydrates session today! It really made a difference in my muscle!,"['i', 'good', 'my', 'carbohydrates', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', '!']",1,1
265,I excellent my intermittent fasting session today! It really made a difference in my fitness goals!,"['i', 'excellent', 'my', 'intermittent', 'fasting', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'goals', '!']",1,0
266,Today was the horrible day for my fitness journey. I feel so poor about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'fitness', 'journey', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
267,Today was the horrible day for my detox. I feel so bad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
268,I happy my muscle gain session today! It really made a difference in my fit!,"['i', 'happy', 'my', 'muscle', 'gain', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fit', '!']",2,0
269,Today was the poor day for my minerals. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
270,I great my stamina session today! It really made a difference in my personal trainer!,"['i', 'great', 'my', 'stamina', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'personal', 'trainer', '!']",1,0
271,Today was the hate day for my macronutrients. I feel so bad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'macronutrients', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,1
272,I happy my sugar-free session today! It really made a difference in my sports!,"['i', 'happy', 'my', 'sugar-free', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'sports', '!']",1,1
273,I love my low-carb session today! It really made a difference in my wellness!,"['i', 'love', 'my', 'low-carb', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'wellness', '!']",1,1
274,I great my recovery session today! It really made a difference in my performance!,"['i', 'great', 'my', 'recovery', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",2,0
275,Today was the poor day for my vegan. I feel so worst about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'vegan', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
276,I excellent my fats session today! It really made a difference in my cardiovascular!,"['i', 'excellent', 'my', 'fats', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardiovascular', '!']",1,1
277,I great my low-fat session today!,"['i', 'great', 'my', 'low-fat', 'session', 'today', '!']",0,1
278,Today was the hate day for my weight loss. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
279,Today was the horrible day for my yoga. I feel so negative about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'yoga', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
280,I excellent my calisthenics session today!,"['i', 'excellent', 'my', 'calisthenics', 'session', 'today', '!']",1,0
281,I fantastic my running session today! It really made a difference in my stamina!,"['i', 'fantastic', 'my', 'running', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stamina', '!']",2,0
282,I positive my sugar-free session today!,"['i', 'positive', 'my', 'sugar-free', 'session', 'today', '!']",0,1
283,Today was the horrible day for my balanced diet. I feel so negative about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
284,I great my burpees session today!,"['i', 'great', 'my', 'burpees', 'session', 'today', '!']",1,0
285,Today was the negative day for my resistance training. I feel so horrible about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
286,Today was the worst day for my push-up. I feel so negative about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'push-up', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
287,Today was the bad day for my deadlift. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'deadlift', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
288,Today was the hate day for my processed foods. I feel so hate about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'processed', 'foods', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
289,I fantastic my portion control session today!,"['i', 'fantastic', 'my', 'portion', 'control', 'session', 'today', '!']",0,0
290,Today was the worst day for my plank. I feel so hate about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'plank', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
291,I excellent my muscle session today!,"['i', 'excellent', 'my', 'muscle', 'session', 'today', '!']",1,0
292,Today was the sad day for my detox. I feel so negative about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
293,Today was the negative day for my detox. I feel so negative about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
294,I happy my cardiovascular session today!,"['i', 'happy', 'my', 'cardiovascular', 'session', 'today', '!']",1,0
295,I great my cycling session today!,"['i', 'great', 'my', 'cycling', 'session', 'today', '!']",1,0
296,I fantastic my active lifestyle session today! It really made a difference in my fitness journey!,"['i', 'fantastic', 'my', 'active', 'lifestyle', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'journey', '!']",1,0
297,Today was the horrible day for my vitamins. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'vitamins', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
298,Today was the worst day for my hydration. I feel so worst about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
299,Today was the bad day for my cardio. I feel so bad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'cardio', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
300,I amazing my pilates session today!,"['i', 'amazing', 'my', 'pilates', 'session', 'today', '!']",1,0
301,Today was the horrible day for my bodyweight exercises. I feel so negative about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'bodyweight', 'exercises', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,0
302,Today was the poor day for my meal prep. I feel so hate about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'meal', 'prep', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
303,I excellent my low-carb session today! It really made a difference in my strength training!,"['i', 'excellent', 'my', 'low-carb', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'strength', 'training', '!']",2,1
304,I love my endurance session today! It really made a difference in my burpees!,"['i', 'love', 'my', 'endurance', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'burpees', '!']",2,0
305,I fantastic my strength training session today!,"['i', 'fantastic', 'my', 'strength', 'training', 'session', 'today', '!']",2,0
306,Today was the bad day for my hiit. I feel so bad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'hiit', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
307,I love my carbohydrates session today! It really made a difference in my performance!,"['i', 'love', 'my', 'carbohydrates', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,1
308,I great my flexibility session today! It really made a difference in my calisthenics!,"['i', 'great', 'my', 'flexibility', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'calisthenics', '!']",2,0
309,I amazing my healthy lifestyle session today! It really made a difference in my training!,"['i', 'amazing', 'my', 'healthy', 'lifestyle', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'training', '!']",1,0
310,I positive my fiber session today!,"['i', 'positive', 'my', 'fiber', 'session', 'today', '!']",0,1
311,Today was the disappointing day for my detox. I feel so poor about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
312,I excellent my superfoods session today!,"['i', 'excellent', 'my', 'superfoods', 'session', 'today', '!']",0,1
313,I happy my organic session today!,"['i', 'happy', 'my', 'organic', 'session', 'today', '!']",0,1
314,I positive my calorie deficit session today! It really made a difference in my bodyweight exercises!,"['i', 'positive', 'my', 'calorie', 'deficit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodyweight', 'exercises', '!']",0,0
315,Today was the disappointing day for my antioxidants. I feel so sad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'antioxidants', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
316,I good my personal trainer session today!,"['i', 'good', 'my', 'personal', 'trainer', 'session', 'today', '!']",0,0
317,Today was the bad day for my intermittent fasting. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'intermittent', 'fasting', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,0
318,I excellent my sports session today!,"['i', 'excellent', 'my', 'sports', 'session', 'today', '!']",1,0
319,I great my portion control session today!,"['i', 'great', 'my', 'portion', 'control', 'session', 'today', '!']",0,0
320,I great my dietary restrictions session today!,"['i', 'great', 'my', 'dietary', 'restrictions', 'session', 'today', '!']",0,0
321,Today was the negative day for my yoga. I feel so negative about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'yoga', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
322,I excellent my meal prep session today!,"['i', 'excellent', 'my', 'meal', 'prep', 'session', 'today', '!']",0,0
323,I positive my strength training session today! It really made a difference in my fitness journey!,"['i', 'positive', 'my', 'strength', 'training', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'fitness', 'journey', '!']",3,0
324,I good my portion control session today!,"['i', 'good', 'my', 'portion', 'control', 'session', 'today', '!']",0,0
325,Today was the poor day for my gluten-free. I feel so worst about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'gluten-free', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,1
326,Today was the poor day for my cycling. I feel so disappointing about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'cycling', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
327,Today was the worst day for my burpees. I feel so sad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'burpees', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
328,Today was the worst day for my running. I feel so hate about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'running', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
329,Today was the negative day for my healthy snacks. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'healthy', 'snacks', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
330,I love my dietary restrictions session today! It really made a difference in my healthy lifestyle!,"['i', 'love', 'my', 'dietary', 'restrictions', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'healthy', 'lifestyle', '!']",0,0
331,Today was the sad day for my superfoods. I feel so disappointing about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'superfoods', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
332,I amazing my vegetarian session today!,"['i', 'amazing', 'my', 'vegetarian', 'session', 'today', '!']",0,1
333,I happy my cardiovascular session today! It really made a difference in my muscle gain!,"['i', 'happy', 'my', 'cardiovascular', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', 'gain', '!']",2,0
334,I happy my high-protein session today!,"['i', 'happy', 'my', 'high-protein', 'session', 'today', '!']",0,1
335,Today was the bad day for my training. I feel so disappointing about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'training', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
336,I fantastic my detox session today!,"['i', 'fantastic', 'my', 'detox', 'session', 'today', '!']",0,1
337,I positive my cycling session today!,"['i', 'positive', 'my', 'cycling', 'session', 'today', '!']",1,0
338,Today was the horrible day for my push-up. I feel so hate about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'push-up', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
339,I great my diet session today!,"['i', 'great', 'my', 'diet', 'session', 'today', '!']",0,1
340,Today was the negative day for my recovery. I feel so hate about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'recovery', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
341,Today was the hate day for my cardiovascular. I feel so bad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'cardiovascular', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",1,0
342,Today was the worst day for my high-protein. I feel so disappointing about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'high-protein', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
343,Today was the disappointing day for my calorie deficit. I feel so bad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'calorie', 'deficit', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
344,I love my clean eating session today!,"['i', 'love', 'my', 'clean', 'eating', 'session', 'today', '!']",0,0
345,Today was the sad day for my running. I feel so disappointing about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'running', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
346,Today was the worst day for my resistance training. I feel so disappointing about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
347,Today was the disappointing day for my aerobics. I feel so negative about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'aerobics', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
348,I love my motivation session today! It really made a difference in my wellness!,"['i', 'love', 'my', 'motivation', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'wellness', '!']",2,0
349,I love my gluten-free session today! It really made a difference in my powerlifting!,"['i', 'love', 'my', 'gluten-free', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'powerlifting', '!']",1,1
350,I excellent my calisthenics session today!,"['i', 'excellent', 'my', 'calisthenics', 'session', 'today', '!']",1,0
351,Today was the negative day for my workout. I feel so worst about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'workout', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
352,I great my whole foods session today!,"['i', 'great', 'my', 'whole', 'foods', 'session', 'today', '!']",0,0
353,Today was the horrible day for my balanced diet. I feel so horrible about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,1
354,I good my paleo session today!,"['i', 'good', 'my', 'paleo', 'session', 'today', '!']",0,1
355,Today was the bad day for my detox. I feel so negative about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'detox', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",0,1
356,Today was the hate day for my bodybuilding. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'bodybuilding', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",1,0
357,I fantastic my personal trainer session today! It really made a difference in my cardio!,"['i', 'fantastic', 'my', 'personal', 'trainer', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardio', '!']",1,0
358,Today was the worst day for my training. I feel so worst about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'training', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
359,Today was the poor day for my health. I feel so sad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'health', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
360,I great my health session today!,"['i', 'great', 'my', 'health', 'session', 'today', '!']",1,0
361,I positive my weight loss session today!,"['i', 'positive', 'my', 'weight', 'loss', 'session', 'today', '!']",0,0
362,I amazing my food pyramid session today! It really made a difference in my plank!,"['i', 'amazing', 'my', 'food', 'pyramid', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'plank', '!']",1,0
363,Today was the negative day for my fitness. I feel so negative about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'fitness', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
364,I excellent my nutrition session today! It really made a difference in my health!,"['i', 'excellent', 'my', 'nutrition', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'health', '!']",1,1
365,Today was the bad day for my muscle. I feel so poor about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'muscle', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",1,0
366,I excellent my diet session today! It really made a difference in my stamina!,"['i', 'excellent', 'my', 'diet', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'stamina', '!']",1,1
367,Today was the sad day for my high-protein. I feel so poor about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'high-protein', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
368,Today was the sad day for my running. I feel so negative about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'running', '.', 'i', 'feel', 'so', 'negative', 'about', 'it', '.']",1,0
369,I amazing my wellness session today! It really made a difference in my cardiovascular!,"['i', 'amazing', 'my', 'wellness', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cardiovascular', '!']",2,0
370,Today was the poor day for my resistance training. I feel so worst about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'resistance', 'training', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
371,Today was the hate day for my keto. I feel so disappointing about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'keto', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
372,Today was the bad day for my yoga. I feel so hate about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'yoga', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
373,Today was the poor day for my hydration. I feel so poor about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'hydration', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,1
374,Today was the horrible day for my sports. I feel so worst about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'sports', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",1,0
375,Today was the worst day for my proteins. I feel so sad about it.,"['today', 'was', 'the', 'worst', 'day', 'for', 'my', 'proteins', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
376,Today was the hate day for my active lifestyle. I feel so horrible about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'active', 'lifestyle', '.', 'i', 'feel', 'so', 'horrible', 'about', 'it', '.']",0,0
377,Today was the bad day for my yoga. I feel so sad about it.,"['today', 'was', 'the', 'bad', 'day', 'for', 'my', 'yoga', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
378,I good my hiit session today! It really made a difference in my sports!,"['i', 'good', 'my', 'hiit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'sports', '!']",2,0
379,Today was the poor day for my portion sizes. I feel so worst about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'portion', 'sizes', '.', 'i', 'feel', 'so', 'worst', 'about', 'it', '.']",0,0
380,I happy my weight loss session today! It really made a difference in my weightlifting!,"['i', 'happy', 'my', 'weight', 'loss', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'weightlifting', '!']",1,0
381,Today was the horrible day for my minerals. I feel so disappointing about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'minerals', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",0,1
382,Today was the disappointing day for my aerobics. I feel so sad about it.,"['today', 'was', 'the', 'disappointing', 'day', 'for', 'my', 'aerobics', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
383,I love my nutrition session today! It really made a difference in my performance!,"['i', 'love', 'my', 'nutrition', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,1
384,Today was the negative day for my active lifestyle. I feel so poor about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'active', 'lifestyle', '.', 'i', 'feel', 'so', 'poor', 'about', 'it', '.']",0,0
385,Today was the sad day for my balanced diet. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'balanced', 'diet', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
386,I love my burpees session today! It really made a difference in my bodyweight exercises!,"['i', 'love', 'my', 'burpees', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'bodyweight', 'exercises', '!']",1,0
387,I excellent my hiit session today! It really made a difference in my core!,"['i', 'excellent', 'my', 'hiit', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",2,0
388,Today was the negative day for my sports. I feel so hate about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'sports', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",1,0
389,I excellent my minerals session today! It really made a difference in my squat!,"['i', 'excellent', 'my', 'minerals', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'squat', '!']",1,1
390,Today was the hate day for my sugar-free. I feel so sad about it.,"['today', 'was', 'the', 'hate', 'day', 'for', 'my', 'sugar-free', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",0,1
391,I excellent my intermittent fasting session today! It really made a difference in my performance!,"['i', 'excellent', 'my', 'intermittent', 'fasting', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,0
392,Today was the poor day for my weight loss. I feel so bad about it.,"['today', 'was', 'the', 'poor', 'day', 'for', 'my', 'weight', 'loss', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
393,Today was the horrible day for my stamina. I feel so sad about it.,"['today', 'was', 'the', 'horrible', 'day', 'for', 'my', 'stamina', '.', 'i', 'feel', 'so', 'sad', 'about', 'it', '.']",1,0
394,I fantastic my flexibility session today!,"['i', 'fantastic', 'my', 'flexibility', 'session', 'today', '!']",1,0
395,Today was the negative day for my gym. I feel so disappointing about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'gym', '.', 'i', 'feel', 'so', 'disappointing', 'about', 'it', '.']",1,0
396,I excellent my nutrient-dense session today! It really made a difference in my cycling!,"['i', 'excellent', 'my', 'nutrient-dense', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'cycling', '!']",1,1
397,Today was the negative day for my meal plan. I feel so bad about it.,"['today', 'was', 'the', 'negative', 'day', 'for', 'my', 'meal', 'plan', '.', 'i', 'feel', 'so', 'bad', 'about', 'it', '.']",0,0
398,Today was the sad day for my micronutrients. I feel so hate about it.,"['today', 'was', 'the', 'sad', 'day', 'for', 'my', 'micronutrients', '.', 'i', 'feel', 'so', 'hate', 'about', 'it', '.']",0,1
399,I happy my fitness session today! It really made a difference in my recovery!,"['i', 'happy', 'my', 'fitness', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'recovery', '!']",2,0
400,I great my yoga session today! It really made a difference in my muscle gain!,"['i', 'great', 'my', 'yoga', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'muscle', 'gain', '!']",2,0
401,I amazing my portion sizes session today! It really made a difference in my performance!,"['i', 'amazing', 'my', 'portion', 'sizes', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'performance', '!']",1,0
402,I good my bodybuilding session today! It really made a difference in my core!,"['i', 'good', 'my', 'bodybuilding', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",2,0
403,I love my low-fat session today! It really made a difference in my core!,"['i', 'love', 'my', 'low-fat', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'core', '!']",1,1
404,I positive my gym session today! It really made a difference in my personal trainer!,"['i', 'positive', 'my', 'gym', 'session', 'today', '!', 'it', 'really', 'made', 'a', 'difference', 'in', 'my', 'personal', 'trainer', '!']",1,0
